id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.57248e+07,4.7255e+07,6552,2400,2
1,1.57248e+07,4.7255e+07,6552,2400,2
2,5.6448e+06,1.79182e+08,3528,1600,2
3,1.13326e+08,1.65635e+08,10416,10880,1
4,3.38688e+07,2.25846e+08,7056,4800,3
5,2.03213e+07,2.25846e+08,7056,2880,0
6,1.58054e+07,2.41571e+08,7056,2240,0
7,5.6448e+06,1.65635e+08,3528,1600,2
8,1.0537e+07,1.18164e+08,4704,2240,0
9,1.58054e+07,2.41571e+08,7056,2240,0
10,1.0537e+07,3.33527e+08,4704,2240,0
11,1.13326e+08,1.79182e+08,10416,10880,1
