id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,4.6368e+07,1.17573e+08,12600,3680,2
1,4.16102e+08,5.11177e+08,20160,20640,1
2,4.6368e+07,1.17573e+08,12600,3680,2
3,2.48371e+07,2.17244e+08,7056,3520,0
4,2.48371e+07,6.68183e+08,7056,3520,0
5,2.48371e+07,6.68183e+08,7056,3520,0
6,2.48371e+07,1.02639e+09,7056,3520,0
7,1.15315e+07,5.11177e+08,6552,1760,2
8,3.38688e+07,6.21815e+08,7056,4800,0
9,6.09638e+07,6.21815e+08,7056,8640,3
10,1.15315e+07,5.38272e+08,6552,1760,2
11,4.16102e+08,5.38272e+08,20160,20640,1
