id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,6.2496e+07,1.66387e+08,12600,4960,2
1,6.2496e+07,1.67892e+08,12600,4960,2
2,4.13952e+07,2.79772e+09,11760,3520,0
3,2.95788e+08,2.73523e+09,7056,41920,3
4,1.51281e+08,2.73523e+09,7056,21440,0
5,2.63424e+07,7.07535e+08,11760,2240,0
6,2.48371e+07,4.76292e+09,7056,3520,0
7,4.29005e+07,2.79772e+09,7056,6080,0
8,2.09019e+09,2.3702e+09,45360,46080,1
9,2.09019e+09,2.51621e+09,45360,46080,1
10,6.2496e+07,2.3717e+09,12600,4960,2
11,6.2496e+07,2.51772e+09,12600,4960,2
