id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,5.26176e+08,1.72981e+09,22680,23200,1
1,2.73773e+08,8.36076e+08,16296,16800,1
2,5.26176e+08,1.41117e+09,22680,23200,1
3,5.26176e+08,8.37581e+08,22680,23200,1
4,2.73773e+08,8.53386e+08,16296,16800,1
5,1.20422e+07,2.81106e+09,4704,2560,3
6,2.25792e+07,1.19611e+09,4704,4800,3
7,6.02112e+06,1.46988e+09,4704,1280,0
8,1.20422e+07,4.3959e+09,4704,2560,3
9,1.20422e+07,2.796e+09,4704,2560,3
10,6.02112e+06,1.46988e+09,4704,1280,0
11,6.02112e+06,1.99606e+09,4704,1280,0
12,2.9353e+07,2.796e+09,7056,4160,3
13,7.5264e+06,1.11106e+09,4704,1600,0
14,5.26176e+08,1.72981e+09,22680,23200,1
15,5.26176e+08,1.41117e+09,22680,23200,1
16,6.02112e+06,1.99606e+09,4704,1280,0
17,2.40845e+07,2.26351e+09,4704,5120,3
18,7.5264e+06,1.11106e+09,4704,1600,0
19,2.73773e+08,8.36076e+08,16296,16800,1
20,7.5264e+06,2.25792e+07,4704,1600,3
21,7.5264e+06,2.24846e+09,4704,1600,3
22,2.73773e+08,8.53386e+08,16296,16800,1
23,5.26176e+08,8.37581e+08,22680,23200,1
