id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.90272e+07,5.59212e+08,7056,11200,3
1,8.5801e+07,6.36733e+08,14112,6080,0
2,1.31712e+08,7.37587e+08,11760,11200,3
3,7.15008e+07,5.65985e+08,11760,6080,0
4,4.29005e+07,5.65985e+08,7056,6080,0
5,8.5801e+07,6.36733e+08,14112,6080,0
6,8.65536e+07,7.21029e+08,11760,7360,0
7,7.45114e+07,4.80184e+08,21168,3520,3
8,2.48371e+07,7.37587e+08,7056,3520,0
9,7.90272e+07,6.45012e+08,7056,11200,3
10,2.63424e+07,6.53292e+08,11760,2240,0
11,8.65536e+07,7.21029e+08,11760,7360,0
12,4.29005e+07,5.65985e+08,7056,6080,1
13,1.28701e+08,6.53292e+08,21168,6080,3
